Prompt_ID,Repetition,Human_Grade,Auto_Grade,Ground_Truth
PROMPT_0127,1,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0127,2,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0127,3,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0128,1,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0128,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0128,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0129,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0129,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0129,3,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0130,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0130,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0130,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0131,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0131,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0131,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0132,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0132,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0132,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0133,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0133,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0133,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0134,1,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0134,2,highly satisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0134,3,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0135,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0135,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0135,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0136,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0136,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0136,3,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0137,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0137,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0137,3,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0138,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0138,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0138,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0139,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0139,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0139,3,slightly unsatisfying,slightly satisfying,highly satisfying
PROMPT_0140,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0140,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0140,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0141,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0141,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0141,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0142,1,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0142,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0142,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0143,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0143,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0143,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0144,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0144,2,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0144,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0145,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0145,2,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0145,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0146,1,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0146,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0146,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0147,1,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0147,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0147,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0148,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0148,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0148,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0149,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0149,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0149,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0150,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0150,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0150,3,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0151,1,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0151,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0151,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0152,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0152,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0152,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0153,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0153,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0153,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0154,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0154,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0154,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0155,1,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0155,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0155,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0156,1,slightly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0156,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0156,3,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0157,1,slightly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0157,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0157,3,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0158,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0158,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0158,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0159,1,highly unsatisfying,slightly unsatisfying,highly satisfying
PROMPT_0159,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0159,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0160,1,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0160,2,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0160,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0161,1,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0161,2,highly satisfying,highly satisfying,slightly unsatisfying
PROMPT_0161,3,highly satisfying,highly satisfying,slightly unsatisfying
PROMPT_0162,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0162,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0162,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0163,1,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0163,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0163,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0164,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0164,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0164,3,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0165,1,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0165,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0165,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0166,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0166,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0166,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0167,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0167,2,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0167,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0168,1,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0168,2,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0168,3,highly satisfying,highly satisfying,slightly unsatisfying
PROMPT_0169,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0169,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0169,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0170,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0170,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0170,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0171,1,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0171,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0171,3,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0172,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0172,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0172,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0173,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0173,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0173,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0174,1,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0174,2,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0174,3,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0175,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0175,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0175,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0176,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0176,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0176,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0177,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0177,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0177,3,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0178,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0178,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0178,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0179,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0179,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0179,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0180,1,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0180,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0180,3,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0181,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0181,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0181,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0182,1,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0182,2,highly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0182,3,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0183,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0183,2,highly satisfying,highly satisfying,slightly satisfying
PROMPT_0183,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0184,1,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0184,2,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0184,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0185,1,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0185,2,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0185,3,highly satisfying,highly satisfying,highly unsatisfying
PROMPT_0186,1,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0186,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0186,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0187,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0187,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0187,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0188,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0188,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0188,3,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0189,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0189,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0189,3,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0190,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0190,2,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0190,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0191,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0191,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0191,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0192,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0192,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0192,3,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0193,1,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0193,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0193,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0194,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0194,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0194,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0195,1,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0195,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0195,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0196,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0196,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0196,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0197,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0197,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0197,3,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0198,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0198,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0198,3,slightly unsatisfying,slightly satisfying,highly satisfying
PROMPT_0199,1,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0199,2,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0199,3,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0200,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0200,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0200,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0201,1,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0201,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0201,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0202,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0202,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0202,3,highly satisfying,slightly unsatisfying,slightly unsatisfying
